29-01-2023 21:46:10 INFO Running main & importing modules...
29-01-2023 21:46:28 INFO Parsed arguments: Namespace(batch_size=32, byol_ema_tau=0.95, debug=False, encoder='resnet18', encoder_layer_idx=-2, epochs=5, experiment_name='b-presnet18-e5-b32-t0_95-p64', input='/disk/scratch_big/s1908368/data', log_interval=1000, lr=0.001, output='/disk/scratch_big/s1908368/output', patch_size=64, pretrain_encoder=True, seed=23, simclr_tau=0.99, train_proportion=0.98, use_byol=True)
29-01-2023 21:46:28 INFO File at /disk/scratch_big/s1908368/data/patch_train_dataset_64.pk: False
29-01-2023 21:46:28 INFO File at /disk/scratch_big/s1908368/data/patch_val_dataset_64.pk: False
29-01-2023 21:46:28 INFO Directories found: ['1', '10', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '51', '52', '53', '54', '55', '56', '57', '6', '7', '8', '9', 'patch_dataset.pk']
29-01-2023 21:46:28 INFO Files in first directory: ['82877952.png', '82877949.png', '82877955.png']
29-01-2023 21:46:28 INFO Fetching patches from folder: 43
29-01-2023 21:46:33 INFO Fetching patches from folder: 57
29-01-2023 21:46:36 INFO Fetching patches from folder: 32
29-01-2023 21:46:44 INFO Fetching patches from folder: 53
29-01-2023 21:46:48 INFO Fetching patches from folder: 51
29-01-2023 21:46:52 INFO Fetching patches from folder: 44
29-01-2023 21:46:56 INFO Fetching patches from folder: 39
29-01-2023 21:47:03 INFO Fetching patches from folder: 34
29-01-2023 21:47:10 INFO Fetching patches from folder: 55
29-01-2023 21:47:14 INFO Fetching patches from folder: 8
29-01-2023 21:47:21 INFO Fetching patches from folder: 2
29-01-2023 21:47:27 INFO Fetching patches from folder: 12
29-01-2023 21:47:30 INFO Fetching patches from folder: 36
29-01-2023 21:47:37 INFO Fetching patches from folder: 56
29-01-2023 21:47:40 INFO Fetching patches from folder: 21
29-01-2023 21:47:46 INFO Fetching patches from folder: 13
29-01-2023 21:47:52 INFO Fetching patches from folder: 26
29-01-2023 21:48:02 INFO Fetching patches from folder: 24
29-01-2023 21:48:12 INFO Fetching patches from folder: 10
29-01-2023 21:48:19 INFO Fetching patches from folder: 40
29-01-2023 21:48:24 INFO Fetching patches from folder: 48
29-01-2023 21:48:26 INFO Fetching patches from folder: 6
29-01-2023 21:48:31 INFO Fetching patches from folder: 22
29-01-2023 21:48:38 INFO Fetching patches from folder: 1
29-01-2023 21:48:46 INFO Fetching patches from folder: 49
29-01-2023 21:48:48 INFO Fetching patches from folder: 15
29-01-2023 21:48:56 INFO Fetching patches from folder: 7
29-01-2023 21:49:03 INFO Fetching patches from folder: 20
29-01-2023 21:49:06 INFO Fetching patches from folder: 33
29-01-2023 21:49:14 INFO Fetching patches from folder: 19
29-01-2023 21:49:21 INFO Fetching patches from folder: 41
29-01-2023 21:49:25 INFO Fetching patches from folder: 46
29-01-2023 21:49:29 INFO Fetching patches from folder: 35
29-01-2023 21:49:36 INFO Fetching patches from folder: 5
29-01-2023 21:49:42 INFO Fetching patches from folder: 38
29-01-2023 21:49:49 INFO Fetching patches from folder: 23
29-01-2023 21:49:59 INFO Fetching patches from folder: 42
29-01-2023 21:50:03 INFO Fetching patches from folder: 50
29-01-2023 21:50:06 INFO Fetching patches from folder: 16
29-01-2023 21:50:15 INFO Fetching patches from folder: 54
29-01-2023 21:50:19 INFO Fetching patches from folder: 9
29-01-2023 21:50:27 INFO Fetching patches from folder: 37
29-01-2023 21:50:33 INFO Fetching patches from folder: 30
29-01-2023 21:50:41 INFO Fetching patches from folder: 4
29-01-2023 21:50:47 INFO Fetching patches from folder: 3
29-01-2023 21:50:53 INFO Fetching patches from folder: 17
29-01-2023 21:51:02 INFO Fetching patches from folder: 18
29-01-2023 21:51:11 INFO Fetching patches from folder: 29
29-01-2023 21:51:19 INFO Fetching patches from folder: 14
29-01-2023 21:51:26 INFO Fetching patches from folder: 25
29-01-2023 21:51:36 INFO Fetching patches from folder: 52
29-01-2023 21:51:39 INFO Fetching patches from folder: 47
29-01-2023 21:51:43 INFO Fetching patches from folder: 45
29-01-2023 21:51:47 INFO Fetching patches from folder: 31
29-01-2023 21:51:55 INFO Generated 357207 positive pairs, after removing 264063 positive pairs.
29-01-2023 21:52:46 INFO Generated training dataset with 350062 samples.
29-01-2023 21:52:46 INFO Generated validation dataset with 7145 samples.
29-01-2023 21:52:47 INFO Using encoder resnet18 with pretrained weights = True
29-01-2023 21:52:48 INFO Using BYOL with tau = 0.95, with encoder layer index = -2
29-01-2023 21:52:48 INFO Using device: cuda
29-01-2023 21:52:58 INFO Starting Epoch: 1
29-01-2023 21:53:18 INFO Epoch 1: [12/10940] ---- BYOL Training Loss = 2.156696081161499
29-01-2023 21:53:36 INFO Epoch 1: [23/10940] ---- BYOL Training Loss = 1.7426977157592773
29-01-2023 21:53:53 INFO Epoch 1: [34/10940] ---- BYOL Training Loss = 1.4041359424591064
29-01-2023 21:54:11 INFO Epoch 1: [45/10940] ---- BYOL Training Loss = 1.1930601596832275
29-01-2023 21:55:03 INFO Epoch 1: [45/10940] ---- BYOL Validation Loss = 0.999230682849884
29-01-2023 21:55:21 INFO Epoch 1: [56/10940] ---- BYOL Training Loss = 0.993902325630188
29-01-2023 21:55:38 INFO Epoch 1: [67/10940] ---- BYOL Training Loss = 0.9309528470039368
29-01-2023 21:55:56 INFO Epoch 1: [78/10940] ---- BYOL Training Loss = 0.8524287343025208
29-01-2023 21:56:14 INFO Epoch 1: [89/10940] ---- BYOL Training Loss = 0.7506226897239685
29-01-2023 21:57:06 INFO Epoch 1: [89/10940] ---- BYOL Validation Loss = 0.7345499396324158
29-01-2023 21:57:24 INFO Epoch 1: [100/10940] ---- BYOL Training Loss = 0.7338720560073853
29-01-2023 21:57:42 INFO Epoch 1: [111/10940] ---- BYOL Training Loss = 0.6947660446166992
29-01-2023 21:57:59 INFO Epoch 1: [122/10940] ---- BYOL Training Loss = 0.6320633888244629
29-01-2023 21:58:17 INFO Epoch 1: [133/10940] ---- BYOL Training Loss = 0.6568551063537598
29-01-2023 21:59:09 INFO Epoch 1: [133/10940] ---- BYOL Validation Loss = 0.6287921071052551
29-01-2023 21:59:27 INFO Epoch 1: [144/10940] ---- BYOL Training Loss = 0.6645592451095581
29-01-2023 21:59:45 INFO Epoch 1: [155/10940] ---- BYOL Training Loss = 0.6170622110366821
29-01-2023 22:00:02 INFO Epoch 1: [166/10940] ---- BYOL Training Loss = 0.5980782508850098
29-01-2023 22:00:20 INFO Epoch 1: [177/10940] ---- BYOL Training Loss = 0.6479474306106567
29-01-2023 22:01:12 INFO Epoch 1: [177/10940] ---- BYOL Validation Loss = 0.6234702467918396
29-01-2023 22:01:30 INFO Epoch 1: [188/10940] ---- BYOL Training Loss = 0.6275902390480042
29-01-2023 22:01:48 INFO Epoch 1: [199/10940] ---- BYOL Training Loss = 0.5859786868095398
29-01-2023 22:02:05 INFO Epoch 1: [210/10940] ---- BYOL Training Loss = 0.5005460977554321
29-01-2023 22:02:23 INFO Epoch 1: [221/10940] ---- BYOL Training Loss = 0.46181201934814453
29-01-2023 22:03:15 INFO Epoch 1: [221/10940] ---- BYOL Validation Loss = 0.4773992896080017
29-01-2023 22:03:33 INFO Epoch 1: [232/10940] ---- BYOL Training Loss = 0.5448082685470581
29-01-2023 22:03:51 INFO Epoch 1: [243/10940] ---- BYOL Training Loss = 0.49580755829811096
29-01-2023 22:04:09 INFO Epoch 1: [254/10940] ---- BYOL Training Loss = 0.504790723323822
29-01-2023 22:04:26 INFO Epoch 1: [265/10940] ---- BYOL Training Loss = 0.5564818382263184
29-01-2023 22:05:18 INFO Epoch 1: [265/10940] ---- BYOL Validation Loss = 0.4996916651725769
29-01-2023 22:05:36 INFO Epoch 1: [276/10940] ---- BYOL Training Loss = 0.5364413261413574
29-01-2023 22:05:54 INFO Epoch 1: [287/10940] ---- BYOL Training Loss = 0.45871686935424805
29-01-2023 22:06:12 INFO Epoch 1: [298/10940] ---- BYOL Training Loss = 0.4651796817779541
29-01-2023 22:06:29 INFO Epoch 1: [309/10940] ---- BYOL Training Loss = 0.49243831634521484
29-01-2023 22:07:21 INFO Epoch 1: [309/10940] ---- BYOL Validation Loss = 0.4929111897945404
29-01-2023 22:07:39 INFO Epoch 1: [320/10940] ---- BYOL Training Loss = 0.5077387094497681
29-01-2023 22:07:57 INFO Epoch 1: [331/10940] ---- BYOL Training Loss = 0.5290854573249817
29-01-2023 22:08:15 INFO Epoch 1: [342/10940] ---- BYOL Training Loss = 0.5654093027114868
29-01-2023 22:08:32 INFO Epoch 1: [353/10940] ---- BYOL Training Loss = 0.5541082620620728
29-01-2023 22:09:25 INFO Epoch 1: [353/10940] ---- BYOL Validation Loss = 0.470735102891922
